,Task lang,Aux lang,Accuracy,Rank,Accuracy level,Overlap word-level,Transfer lang dataset size,Target lang dataset size,Transfer over target size ratio,Transfer lang TTR,Target lang TTR,Transfer target TTR distance,GENETIC,SYNTACTIC,FEATURAL,PHONOLOGICAL,INVENTORY,GEOGRAPHIC
269,wbp,ukr,0.1739,54,7,0.0068027210884353,5873,55,106.78181818181818,0.4399821508255243,0.5856573705179283,0.0618705728220988,1.0,0.4829,0.6356,0.8723,1.2579,0.6487067004703904
270,wbp,fas,0.5466,3,58,0.0068027210884353,5997,55,109.03636363636365,0.15688157524207,0.5856573705179283,0.5360104980976736,1.0,0.4751,0.6614,1.2237,1.2779,0.5375679124980306
271,wbp,heb,0.3602,23,38,0.0068027210884353,6216,55,113.01818181818182,0.4067013046511386,0.5856573705179283,0.093369626379573,1.0,0.4655,0.6234,0.9198,1.2261,0.619024446406147
272,wbp,eus,0.382,20,41,0.0136054421768707,8993,55,163.5090909090909,0.3519527880166261,0.5856573705179283,0.1592381890140534,0.9791,0.487,0.6647,1.2141,1.2779,0.7873601288966725
273,wbp,lav,0.413,11,50,0.0340136054421768,7703,55,140.05454545454546,0.37546297265061,0.5856573705179283,0.1288116215492424,1.0,0.5107,0.4758,1.1515,0.0,0.6762590087601464
274,wbp,slv,0.4006,14,47,0.0068027210884353,8000,55,145.45454545454547,0.3676498731122853,0.5856573705179283,0.1385656656739518,1.0,0.5023,0.659,0.8425,1.263,0.7141480022246532
275,wbp,hrv,0.3416,28,33,0.0204081632653061,8889,55,161.61818181818182,0.2981575694863614,0.5856573705179283,0.2409838122313202,1.0,0.4358,0.6256,0.8425,1.2476,0.7042602325592602
276,wbp,ron,0.3292,31,30,0.0068027210884353,9524,55,173.16363636363636,0.2570438554726763,0.5856573705179283,0.3148354412456488,1.0,0.4213,0.6388,1.0549,1.2779,0.671441231219878
277,wbp,slk,0.4224,9,52,0.0068027210884353,10604,55,192.8,0.4130087201061381,0.5856573705179283,0.0869038764572298,1.0,0.4766,0.4416,0.0,0.0,0.700614132335944
278,wbp,bul,0.2205,48,13,0.0068027210884353,11138,55,202.5090909090909,0.2891950325041875,0.5856573705179283,0.2562428948648243,1.0,0.4373,0.6512,1.0582,1.2922,0.6690869163794297
279,wbp,por,0.3292,31,30,0.0136054421768707,12078,55,219.6,0.1985895453616555,0.5856573705179283,0.4368043130911799,1.0,0.5235,0.6833,0.9005,1.3016,0.7822999240531695
280,wbp,nld,0.264,42,19,0.0068027210884353,13583,55,246.9636363636364,0.2163749886307094,0.5856573705179283,0.3975849625865302,1.0,0.5062,0.6857,0.9525,1.3287,0.7438642916827842
281,wbp,eng,0.3261,33,28,0.0068027210884353,16622,55,302.2181818181818,0.1746279711803919,0.5856573705179283,0.4925593259157298,1.0,0.5419,0.7167,1.2006,1.3375,0.583795790902294
282,wbp,ita,0.1957,52,9,0.0068027210884353,14167,55,257.58181818181816,0.2090539911907565,0.5856573705179283,0.4135054128051271,1.0,0.5142,0.6617,0.8723,1.2579,0.7189313953800429
283,wbp,cat,0.2981,39,22,0.0136054421768707,16678,55,303.23636363636365,0.1431069684669108,0.5856573705179283,0.5710028195314886,1.0,0.5258,0.6918,1.1421,1.2875,0.7885224589147005
284,wbp,hin,0.3882,18,43,0.0068027210884353,16647,55,302.6727272727273,0.072831563624156,0.5856573705179283,0.7667477628734267,1.0,0.5132,0.7261,1.2677,1.4001,0.40037932799658194
285,wbp,pol,0.4255,8,53,0.0068027210884353,17246,55,313.5636363636364,0.4049278834815912,0.5856573705179283,0.0952293467844781,1.0,0.5256,0.6919,1.1101,1.273,0.6954257921771224
286,wbp,deu,0.2081,49,12,0.0068027210884353,15590,55,283.45454545454544,0.2724193133980275,0.5856573705179283,0.2860630841343972,1.0,0.4067,0.6529,1.2237,1.3198,0.7222194242540498
287,wbp,fro,0.1708,59,2,0.0068027210884353,17678,55,321.41818181818184,0.0937745835963677,0.5856573705179283,0.705400922813111,1.0,0.4042,0.397,0.0,0.0,0.7620992926552619
288,wbp,spa,0.2888,40,21,0.0136054421768707,17680,55,321.45454545454544,0.1474296839146102,0.5856573705179283,0.5599024886743555,1.0,0.4502,0.6524,1.3012,1.2476,0.7427864554303816
289,wbp,fra,0.3106,37,24,0.0068027210884353,16448,55,299.05454545454546,0.2057620460579268,0.5856573705179283,0.4207660301675896,1.0,0.5103,0.7057,1.2677,1.3331,0.7310889640692756
290,wbp,fin,0.3944,17,44,0.0068027210884353,18723,55,340.41818181818184,0.3189427368077481,0.5856573705179283,0.2073989066736377,1.0,0.5017,0.6748,1.2141,1.2827,0.6715996330662113
291,wbp,grc,0.1988,51,10,0.0068027210884353,17081,55,310.5636363636364,0.1730742274014335,0.5856573705179283,0.4962902389668565,1.0,0.4954,0.4221,0.0,0.0,0.6781780018540402
292,wbp,nor,0.2267,46,15,0.0068027210884353,20045,55,364.45454545454544,0.1846147253241721,0.5856573705179283,0.4689147411187736,1.0,0.3967,0.6512,1.1101,1.3461,0.7199913736447896
293,wbp,ara,0.2081,49,12,0.0068027210884353,19738,55,358.8727272727273,4.7672168034857886e-06,0.5856573705179283,0.999983720183025,1.0,0.4732,0.4033,0.0,0.0,0.5767080952869394
294,wbp,lao,0.1739,54,7,0.0068027210884353,18400,55,334.54545454545456,0.1715984617000315,0.5856573705179283,0.4998469426156885,1.0,0.3658,0.5628,0.8723,1.268,0.3108333826102795
295,wbp,est,0.3416,28,33,0.0272108843537414,26197,55,476.3090909090909,0.3337469262526225,0.5856573705179283,0.1850142251126099,0.9791,0.4771,0.4092,0.0,0.0,0.6730493440936854
296,wbp,kor,0.1801,53,8,0.0068027210884353,27363,55,497.5090909090909,0.2977608806802764,0.5856573705179283,0.2416492842159218,1.0,0.4992,0.6624,1.1892,1.2579,0.3598389388727672
297,wbp,jpn,0.3012,38,23,0.0,57256,55,1041.0181818181818,0.0003197953309881,0.5856573705179283,0.9989082079873068,1.0,0.4789,0.675,1.3245,1.2827,0.3536470783460139
298,wbp,rus,0.2267,46,15,0.0068027210884353,61889,55,1125.2545454545457,0.2241205920170711,0.5856573705179283,0.3810813905315014,1.0,0.4939,0.666,1.1251,1.2423,0.5469314689974449
299,wbp,ces,0.4161,10,51,0.0136054421768707,87913,55,1598.418181818182,0.1727176492441835,0.5856573705179283,0.497148454984895,1.0,0.4916,0.649,0.8425,1.2528,0.7079667075995927
300,tgl,bxr,0.226,47,14,0.0082644628099173,927,55,16.854545454545455,0.6023336111441838,0.5170940170940171,0.0271733836003654,1.0,0.5026,0.6741,1.2141,1.2779,0.30410236641614313
301,tgl,kmr,0.4007,13,48,0.0165289256198347,754,55,13.709090909090907,0.3877346961448728,0.5170940170940171,0.0625830073033056,1.0,0.4559,0.487,0.4008,0.4418,0.41924617659602226
302,tgl,hsb,0.6438,2,59,0.0165289256198347,646,55,11.745454545454546,0.5423194196193881,0.5170940170940171,0.0023797820492888,1.0,0.5106,0.6768,1.2141,1.2779,0.4960155080507872
303,tgl,kaz,0.3699,24,37,0.0082644628099173,1078,55,19.6,0.6191198786039454,0.5170940170940171,0.0389297411024286,1.0,0.4909,0.6618,1.0611,1.2779,0.31152005888284107
304,tgl,hye,0.2705,37,24,0.0082644628099173,564,55,10.254545454545454,0.5479001354751306,0.5170940170940171,0.0035492364594812,1.0,0.4847,0.4952,0.5692,0.4319,0.359322666744339
305,tgl,swl,0.1267,58,3,0.0082644628099173,203,55,3.690909090909091,0.4872907625542468,0.5170940170940171,0.0033219137949952,1.0,0.5106,0.6768,1.2141,1.2779,0.4618638034913836
306,tgl,lit,0.3801,20,41,0.0165289256198347,263,55,4.781818181818182,0.5654157163591126,0.5170940170940171,0.0087326362514445,1.0,0.4599,0.484,0.5162,0.4726,0.44614304097830126
307,tgl,bel,0.1952,51,10,0.0082644628099173,393,55,7.1454545454545455,0.5525618374558304,0.5170940170940171,0.0047046787578966,1.0,0.4952,0.6775,1.2141,1.2779,0.4337771131047732
308,tgl,mar,0.2534,42,19,0.0082644628099173,466,55,8.472727272727273,0.5290718671000361,0.5170940170940171,0.0005365605206489,1.0,0.4736,0.4888,0.6943,0.429,0.26435884786448965
309,tgl,cop,0.3664,25,36,0.0082644628099173,514,55,9.345454545454546,0.4940717882085432,0.5170940170940171,0.0019822375957555,1.0,0.4639,0.508,0.6419,0.7389,0.47598102088288413
310,tgl,tam,0.2671,38,23,0.0082644628099173,600,55,10.909090909090908,0.5614149588826524,0.5170940170940171,0.0073464738106526,1.0,0.4349,0.4574,0.678,0.4434,0.2586833706184432
311,tgl,gle,0.75,1,60,0.0413223140495867,1020,55,18.545454545454547,0.3499300699300699,0.5170940170940171,0.1045071992440565,1.0,0.4398,0.4769,0.619,0.425,0.5330665087522722
312,tgl,hun,0.3322,31,30,0.0165289256198347,1800,55,32.72727272727273,0.4546198320061089,0.5170940170940171,0.0145969518013876,1.0,0.459,0.4693,0.3661,0.46,0.47248167184996154
313,tgl,tel,0.3527,27,34,0.0082644628099173,1328,55,24.145454545454545,0.3446196660482374,0.5170940170940171,0.1112525600194592,1.0,0.4527,0.4811,0.3945,0.4552,0.2631062379331815
314,tgl,afr,0.2534,42,19,0.0165289256198347,1934,55,35.163636363636364,0.203484865408243,0.5170940170940171,0.3678226166487096,1.0,0.6989,0.6972,0.8136,0.5713,0.57262781878513
315,tgl,vie,0.4007,13,48,0.024793388429752,3000,55,54.54545454545455,0.1568043561492321,0.5170940170940171,0.4854724322106907,1.0,0.4407,0.4651,0.3508,0.4387,0.12723711841060373
316,tgl,uig,0.3389999999999999,29,32,0.0082644628099173,3456,55,62.83636363636364,0.4374610522567435,0.5170940170940171,0.0237162896021401,1.0,0.4464,0.6449,1.1298,1.2779,0.19545389362721524
317,tgl,ell,0.1952,51,10,0.0082644628099173,2521,55,45.83636363636364,0.2837253360022877,0.5170940170940171,0.2036789360437398,1.0,0.4672,0.4927,0.4097,0.5057,0.4546956996012072
318,tgl,sme,0.4349,8,53,0.0082644628099173,3122,55,56.763636363636365,0.4513223794042703,0.5170940170940171,0.0161785012096422,1.0,0.445,0.6414,1.2141,1.2779,0.4766781211738853
319,tgl,glg,0.5034,3,58,0.0578512396694214,3993,55,72.6,0.2302721876615389,0.5170940170940171,0.3076701599109304,1.0,0.45,0.4871,0.678,0.423,0.5717039545772962
320,tgl,srp,0.4863,4,57,0.0495867768595041,3891,55,70.74545454545455,0.3111760696308725,0.5170940170940171,0.1585803512563046,1.0,0.436,0.6409,1.2603,1.2779,0.4733344895480623
321,tgl,got,0.1164,59,2,0.024793388429752,5401,55,98.2,0.1811019353439708,0.5170940170940171,0.422200807270982,1.0,0.4284,0.6366,1.2141,1.2779,0.4545893002801001
322,tgl,tur,0.3733,22,39,0.0082644628099173,5635,55,102.45454545454544,0.5061541783632045,0.5170940170940171,0.0004475925136708,1.0,0.4524,0.4556,0.3789,0.4028,0.43194812556955736
323,tgl,zho,0.1952,51,10,0.0082644628099173,4997,55,90.85454545454546,0.9869043288468534,0.5170940170940171,0.8254790652775219,1.0,0.4584,0.4797,0.419,0.5453,0.1966320657545871
324,tgl,urd,0.2603,40,21,0.0082644628099173,5130,55,93.27272727272728,0.1056406117958751,0.5170940170940171,0.6331437092735857,1.0,0.4179,0.4764,0.7482,0.4691,0.28814903812158627
325,tgl,chu,0.1473,57,4,0.0082644628099173,6337,55,115.21818181818182,0.1959524016329366,0.5170940170940171,0.3857040060296587,1.0,0.5106,0.6768,1.2141,1.2779,0.47792122960595673
326,tgl,swe,0.4315,10,51,0.0165289256198347,6026,55,109.56363636363636,0.2404336943809909,0.5170940170940171,0.2862560884547663,1.0,0.4884,0.5113,0.7097,0.469,0.45438984756296213
327,tgl,dan,0.3904,17,44,0.0082644628099173,5512,55,100.21818181818182,0.2897915761056075,0.5170940170940171,0.1932276060951555,1.0,0.5086,0.6903,1.2141,1.2779,0.487669330963979
328,tgl,ind,0.4041,12,49,0.0909090909090909,5593,55,101.69090909090907,0.2927781145801758,0.5170940170940171,0.1881833089507224,0.7374,0.2921,0.2922,0.2229,0.3156,0.1428745704233327
329,tgl,ukr,0.1952,51,10,0.0082644628099173,5873,55,106.78181818181818,0.4399821508255243,0.5170940170940171,0.022238393076102,1.0,0.4343,0.459,0.7023,0.454,0.43407073361141296
330,tgl,fas,0.2739999999999999,36,25,0.0082644628099173,5997,55,109.03636363636365,0.15688157524207,0.5170940170940171,0.4852643567225724,1.0,0.4382,0.4542,0.419,0.423,0.3600173998948553
331,tgl,heb,0.2911,35,26,0.0082644628099173,6216,55,113.01818181818182,0.4067013046511386,0.5170940170940171,0.0455765852327657,1.0,0.3926,0.4434,0.6857,0.4888,0.42169225163743707
332,tgl,eus,0.387,18,43,0.0413223140495867,8993,55,163.5090909090909,0.3519527880166261,0.5170940170940171,0.1019933835211715,0.9724,0.4515,0.4624,0.4759,0.4445,0.5652839996611728
333,tgl,lav,0.3801,20,41,0.024793388429752,7703,55,140.05454545454546,0.37546297265061,0.5170940170940171,0.0750201433772377,1.0,0.452,0.63,0.4097,1.2779,0.4448119752433902
334,tgl,slv,0.3493,28,33,0.0661157024793388,8000,55,145.45454545454547,0.3676498731122853,0.5170940170940171,0.0835254410657883,1.0,0.456,0.4901,0.7351,0.4409,0.49561118161322687
335,tgl,hrv,0.4658,7,54,0.0661157024793388,8889,55,161.61818181818182,0.2981575694863614,0.5170940170940171,0.1792656616347291,1.0,0.4888,0.5187,0.7351,0.436,0.48364866145266205
336,tgl,ron,0.387,18,43,0.0330578512396694,9524,55,173.16363636363636,0.2570438554726763,0.5170940170940171,0.2529153743351026,1.0,0.3842,0.4448,0.5835,0.423,0.4583735973265827
337,tgl,slk,0.4829,5,56,0.0495867768595041,10604,55,192.8,0.4130087201061381,0.5170940170940171,0.0405172298975517,1.0,0.5106,0.6768,1.2141,1.2779,0.4782703864379027
338,tgl,bul,0.2397,44,17,0.0082644628099173,11138,55,202.5090909090909,0.2891950325041875,0.5170940170940171,0.1942431688838153,1.0,0.4142,0.4695,0.4973,0.5233,0.4623370372489213
339,tgl,por,0.3596,26,35,0.0495867768595041,12078,55,219.6,0.1985895453616555,0.5170940170940171,0.3793953837993166,1.0,0.4525,0.4857,0.67,0.4418,0.8759006036022086
340,tgl,nld,0.2671,38,23,0.0495867768595041,13583,55,246.9636363636364,0.2163749886307094,0.5170940170940171,0.3382071567843632,1.0,0.4864,0.5108,0.6854,0.4986,0.5076748676241407
341,tgl,eng,0.3973,16,45,0.0495867768595041,16622,55,302.2181818181818,0.1746279711803919,0.5170940170940171,0.4386276581523751,1.0,0.4791,0.4828,0.3195,0.4384,0.38373430722239094
342,tgl,ita,0.2055,49,12,0.0661157024793388,14167,55,257.58181818181816,0.2090539911907565,0.5170940170940171,0.3548748946979175,1.0,0.4594,0.494,0.7023,0.4957,0.503190925182913
343,tgl,cat,0.3389999999999999,29,32,0.0661157024793388,16678,55,303.23636363636365,0.1431069684669108,0.5170940170940171,0.5230872078058046,1.0,0.459,0.4805,0.3945,0.396,0.5713313569321168
344,tgl,hin,0.2603,40,21,0.0082644628099173,16647,55,302.6727272727273,0.072831563624156,0.5170940170940171,0.7381424731126931,1.0,0.453,0.465,0.4008,0.4686,0.26318051006775806
345,tgl,pol,0.4692,6,55,0.0330578512396694,17246,55,313.5636363636364,0.4049278834815912,0.5170940170940171,0.0470526918374851,1.0,0.4864,0.5064,0.419,0.4142,0.4636453096723968
346,tgl,deu,0.2089,48,13,0.0743801652892562,15590,55,283.45454545454544,0.2724193133980275,0.5170940170940171,0.2238922786139067,1.0,0.4025,0.4555,0.419,0.469,0.4870350981992961
347,tgl,fro,0.161,56,5,0.0495867768595041,17678,55,321.41818181818184,0.0937745835963677,0.5170940170940171,0.6701891409797734,1.0,0.4284,0.6366,1.2141,1.2779,0.536960140623965
348,tgl,spa,0.3185,32,29,0.0909090909090909,17680,55,321.45454545454544,0.1474296839146102,0.5170940170940171,0.511064923016376,1.0,0.4024,0.4573,0.5541,0.436,0.6866413128336378
349,tgl,fra,0.3733,22,39,0.0578512396694214,16448,55,299.05454545454546,0.2057620460579268,0.5170940170940171,0.3625003385654507,1.0,0.4709,0.4942,0.4008,0.504,0.5186690880622946
350,tgl,fin,0.411,11,50,0.024793388429752,18723,55,340.41818181818184,0.3189427368077481,0.5170940170940171,0.1468435041636034,1.0,0.4484,0.4521,0.3325,0.4096,0.4349904070928882
351,tgl,grc,0.2021,50,11,0.0082644628099173,17081,55,310.5636363636364,0.1730742274014335,0.5170940170940171,0.4426167309115693,1.0,0.4685,0.6594,1.2141,1.2779,0.48488603671062724
352,tgl,nor,0.2329,46,15,0.0495867768595041,20045,55,364.45454545454544,0.1846147253241721,0.5170940170940171,0.4134187558964937,1.0,0.4319,0.4754,0.4788,0.4687,0.4802371939982929
353,tgl,ara,0.3048,34,27,0.0082644628099173,19738,55,358.8727272727273,4.7672168034857886e-06,0.5170940170940171,0.999981561593556,1.0,0.4515,0.6553,1.2141,1.2779,0.40654077471339733
354,tgl,lao,0.089,60,1,0.024793388429752,18400,55,334.54545454545456,0.1715984617000315,0.5170940170940171,0.4464223237626155,1.0,0.2973,0.3262,0.6614,0.4048,0.1336751222235142
355,tgl,est,0.4349,8,53,0.0330578512396694,26197,55,476.3090909090909,0.3337469262526225,0.5170940170940171,0.1257213457143954,0.9724,0.4774,0.6644,1.2141,1.2779,0.44049131663623425
356,tgl,kor,0.1884,55,6,0.024793388429752,27363,55,497.5090909090909,0.2977608806802764,0.5170940170940171,0.1799158695489362,1.0,0.4741,0.4725,0.3789,0.4319,0.16454723757057405
357,tgl,jpn,0.3116,33,28,0.0,57256,55,1041.0181818181818,0.0003197953309881,0.5170940170940171,0.9987634881388638,1.0,0.46,0.4761,0.5152,0.4315,0.19109752878185957
358,tgl,rus,0.2397,44,17,0.0082644628099173,61889,55,1125.2545454545457,0.2241205920170711,0.5170940170940171,0.3210091641751867,1.0,0.4303,0.476,0.3789,0.5135,0.3135223971608099
359,tgl,ces,0.4007,13,48,0.0661157024793388,87913,55,1598.418181818182,0.1727176492441835,0.5170940170940171,0.4435347551500889,1.0,0.456,0.4879,0.7351,0.4452,0.48549016282675517
360,bre,bxr,0.1972,40,21,0.005998800239952,927,888,1.0439189189189189,0.6023336111441838,0.3871342313051556,0.3090002865841282,1.0,0.4496,0.6611,1.1343,1.3461,0.291270662938768
361,bre,kmr,0.2754,21,40,0.0152969406118776,754,888,0.8490990990990991,0.3877346961448728,0.3871342313051556,2.405758428279491e-06,0.9087,0.5593,0.5922,0.3255,0.4864,0.1529025592482853
362,bre,hsb,0.2508,27,34,0.016496700659868,646,888,0.7274774774774775,0.5423194196193881,0.3871342313051556,0.1606857582355347,0.8919,0.6407,0.7977,1.1343,1.3461,0.04552326483366178
363,bre,kaz,0.2608,23,38,0.010497900419916,1078,888,1.213963963963964,0.6191198786039454,0.3871342313051556,0.3590865050799297,1.0,0.6157,0.7813,1.0543,1.3461,0.2563563924539873
364,bre,hye,0.2199,34,27,0.0053989202159568,564,888,0.6351351351351351,0.5479001354751306,0.3871342313051556,0.1724506144433961,0.86,0.3116,0.3555,0.5346,0.4735,0.19701135658254987
365,bre,swl,0.1426,54,7,0.0005998800239952,203,888,0.2286036036036036,0.4872907625542468,0.3871342313051556,0.0669322464468398,1.0,0.6407,0.7977,1.1343,1.3461,0.1028740771238751
366,bre,lit,0.2106,37,24,0.0068986202759448,263,888,0.2961711711711711,0.5654157163591126,0.3871342313051556,0.2120749324650487,0.86,0.2846,0.3161,0.301,0.4406,0.09701643267996285
367,bre,bel,0.1341,59,2,0.0071985602879424,393,888,0.4425675675675675,0.5525618374558304,0.3871342313051556,0.1825966568617736,0.879,0.3574,0.6203,1.1343,1.3461,0.11565444570744114
368,bre,mar,0.2336,30,31,0.0011997600479904,466,888,0.5247747747747747,0.5290718671000361,0.3871342313051556,0.1344225053432866,0.9014,0.3299,0.3768,0.5778,0.4765,0.3628283830936491
369,bre,cop,0.2248,33,28,0.001499700059988,514,888,0.5788288288288288,0.4940717882085432,0.3871342313051556,0.0763022539822449,1.0,0.3952,0.4517,0.4966,0.763,0.1638881742207603
370,bre,tam,0.2391,29,32,0.00749850029994,600,888,0.6756756756756757,0.5614149588826524,0.3871342313051556,0.2026635192922847,1.0,0.3598,0.39,0.5328,0.5196,0.3701924324300362
371,bre,gle,0.3982,1,60,0.0158968206358728,1020,888,1.148648648648649,0.3499300699300699,0.3871342313051556,0.0092354888916982,0.4935,0.3406,0.3812,0.5897,0.4597,0.06134378899335629
372,bre,hun,0.2602,24,37,0.0203959208158368,1800,888,2.027027027027027,0.4546198320061089,0.3871342313051556,0.0303877879554044,1.0,0.3399,0.3512,0.2601,0.3271,0.0745853672058479
373,bre,tel,0.2548,26,35,0.002999400119976,1328,888,1.4954954954954955,0.3446196660482374,0.3871342313051556,0.0120601396357929,1.0,0.4031,0.4474,0.2104,0.446,0.3631931306959544
374,bre,afr,0.2075,38,23,0.0215956808638272,1934,888,2.177927927927928,0.203484865408243,0.3871342313051556,0.2250379265230113,0.9087,0.75,0.7488,0.7662,0.4788,0.43249087284291
375,bre,vie,0.2945,14,47,0.0230953809238152,3000,888,3.3783783783783785,0.1568043561492321,0.3871342313051556,0.3539789166056282,1.0,0.4698,0.4706,0.5037,0.4096,0.4835974357166874
376,bre,uig,0.2822,18,43,0.0056988602279544,3456,888,3.891891891891892,0.4374610522567435,0.3871342313051556,0.01689957748588,1.0,0.5761,0.7671,1.174,1.3461,0.39387318730874255
377,bre,ell,0.1387,56,5,0.0143971205758848,2521,888,2.838963963963964,0.2837253360022877,0.3871342313051556,0.071349781693494,0.8919,0.3044,0.3389,0.3775,0.4958,0.11990834266411544
378,bre,sme,0.2967,12,49,0.0086982603479304,3122,888,3.515765765765766,0.4513223794042703,0.3871342313051556,0.0274907471443348,1.0,0.3762,0.6334,1.1343,1.3461,0.08800564120640615
379,bre,glg,0.3485,2,59,0.038992201559688,3993,888,4.496621621621622,0.2302721876615389,0.3871342313051556,0.1641771033577829,0.9273,0.2806,0.3259,0.5328,0.4509,0.04095095062188197
380,bre,srp,0.2973,11,50,0.0320935812837432,3891,888,4.381756756756757,0.3111760696308725,0.3871342313051556,0.0384968985228149,0.9087,0.558,0.7553,1.2,1.3461,0.07996522690269922
381,bre,got,0.1721,46,15,0.004499100179964,5401,888,6.082207207207207,0.1811019353439708,0.3871342313051556,0.2832353499753205,0.8278,0.5572,0.753,1.1343,1.3461,0.09998417029902007
382,bre,tur,0.2963,13,48,0.0167966406718656,5635,888,6.3457207207207205,0.5061541783632045,0.3871342313051556,0.0945183990194531,1.0,0.3432,0.3578,0.3429,0.4045,0.13583645089345922
383,bre,zho,0.1361,57,4,0.0008998200359928,4997,888,5.627252252252252,0.9869043288468534,0.3871342313051556,2.4001946888788863,1.0,0.4025,0.4187,0.3977,0.5439,0.40044776413459954
384,bre,urd,0.1723,45,16,0.0122975404919016,5130,888,5.777027027027027,0.1056406117958751,0.3871342313051556,0.5287056627699903,0.9087,0.5573,0.5942,0.6007,0.4498,0.31897000356836963
385,bre,chu,0.1389,55,6,0.0002999400119976,6337,888,7.136261261261262,0.1959524016329366,0.3871342313051556,0.2438765701781899,0.8919,0.6407,0.7977,1.1343,1.3461,0.08227805085763801
386,bre,swe,0.278,20,41,0.0335932813437312,6026,888,6.786036036036036,0.2404336943809909,0.3871342313051556,0.1435953108278617,0.9014,0.3234,0.3548,0.5198,0.4468,0.10662960321774191
387,bre,dan,0.2409,28,33,0.0374925014997,5512,888,6.207207207207207,0.2897915761056075,0.3871342313051556,0.0632241832668493,0.9014,0.3054,0.6057,1.1343,1.3461,0.06367574475679864
388,bre,ind,0.2561,25,36,0.0476904619076184,5593,888,6.298423423423423,0.2927781145801758,0.3871342313051556,0.0594041750596569,1.0,0.4769,0.4829,0.3714,0.4053,0.6039271236611733
389,bre,ukr,0.1278,60,1,0.0161967606478704,5873,888,6.613738738738738,0.4399821508255243,0.3871342313051556,0.0186351392044573,0.8919,0.3344,0.3589,0.5489,0.4159,0.11809727084935746
390,bre,fas,0.1497,52,9,0.0017996400719856,5997,888,6.753378378378378,0.15688157524207,0.3871342313051556,0.3537416104472681,0.9087,0.3414,0.3716,0.3977,0.4509,0.23147019067424618
391,bre,heb,0.1965,41,20,0.0113977204559088,6216,888,7.0,0.4067013046511386,0.3871342313051556,0.0025546334660477,1.0,0.3737,0.4088,0.6858,0.5691,0.17358308327988867
392,bre,eus,0.2718,22,39,0.02999400119976,8993,888,10.127252252252251,0.3519527880166261,0.3871342313051556,0.0082585567110827,0.9724,0.3658,0.3897,0.4405,0.5192,0.036195767687288466
393,bre,lav,0.1989999999999999,39,22,0.0257948410317936,7703,888,8.67454954954955,0.37546297265061,0.3871342313051556,0.0009088919125597,0.86,0.2934,0.5712,0.3775,1.3461,0.10273361261398524
394,bre,slv,0.2937,15,46,0.041991601679664,8000,888,9.00900900900901,0.3676498731122853,0.3871342313051556,0.0025330809047922,0.8919,0.2875,0.3271,0.5778,0.4053,0.053405853851057776
395,bre,hrv,0.3314,3,58,0.0452909418116376,8889,888,10.010135135135137,0.2981575694863614,0.3871342313051556,0.0528237303685969,0.9087,0.6139,0.6325,0.5778,0.4167,0.06416886719067293
396,bre,ron,0.3222,6,55,0.0500899820035992,9524,888,10.725225225225223,0.2570438554726763,0.3871342313051556,0.1129190428078836,0.9147,0.536,0.5754,0.3977,0.4324,0.09453678257452262
397,bre,slk,0.2978,10,51,0.0305938812237552,10604,888,11.94144144144144,0.4130087201061381,0.3871342313051556,0.0044670458263308,0.8919,0.6407,0.7977,1.1343,1.3461,0.06478109045017377
398,bre,bul,0.1551,49,12,0.0167966406718656,11138,888,12.542792792792794,0.2891950325041875,0.3871342313051556,0.064001469422887,0.9014,0.5578,0.5865,0.2601,0.4199,0.09903741842786594
399,bre,por,0.2846,17,44,0.0533893221355728,12078,888,13.60135135135135,0.1985895453616555,0.3871342313051556,0.2371949532074037,0.9273,0.2577,0.2922,0.5198,0.3372,0.39733775411488226
400,bre,nld,0.1934,42,19,0.04499100179964,13583,888,15.29617117117117,0.2163749886307094,0.3871342313051556,0.1945562968364152,0.9196,0.2834,0.3145,0.5042,0.3526,0.041115180745015995
401,bre,eng,0.3205,7,54,0.053989202159568,16622,888,18.71846846846847,0.1746279711803919,0.3871342313051556,0.3013146917193783,0.9196,0.3487,0.359,0.301,0.4233,0.30230707438592685
402,bre,ita,0.213,35,26,0.0506898620275944,14167,888,15.95382882882883,0.2090539911907565,0.3871342313051556,0.211596420421854,0.9196,0.2616,0.306,0.5489,0.4159,0.06580085036112715
403,bre,cat,0.2914,16,45,0.056988602279544,16678,888,18.78153153153153,0.1431069684669108,0.3871342313051556,0.3973320048110428,0.9237,0.2921,0.3006,0.2104,0.3499,0.05040619653170293
404,bre,hin,0.1496,53,8,0.0125974805038992,16647,888,18.74662162162162,0.072831563624156,0.3871342313051556,0.6591328940113442,0.9087,0.3424,0.3704,0.441,0.4621,0.3631194049436711
405,bre,pol,0.3049,9,52,0.0281943611277744,17246,888,19.42117117117117,0.4049278834815912,0.3871342313051556,0.0021125502356391,0.8919,0.2896,0.3217,0.1474,0.4428,0.07803509292685591
406,bre,deu,0.1764,44,17,0.0542891421715656,15590,888,17.556306306306308,0.2724193133980275,0.3871342313051556,0.0878044746231361,0.9014,0.5335,0.5695,0.3344,0.4122,0.06039317797520718
407,bre,fro,0.212,36,25,0.0386922615476904,17678,888,19.90765765765766,0.0937745835963677,0.3871342313051556,0.5742190576900806,0.9304,0.5572,0.753,1.1343,1.3461,0.0
408,bre,spa,0.2803,19,42,0.0533893221355728,17680,888,19.90990990990991,0.1474296839146102,0.3871342313051556,0.3833799508601954,0.9304,0.5623,0.6043,0.5609,0.4937,0.3975978745089229
