task_lang,transfer_lang,accuracy,Rank,Accuracy level,Entity overlap,Transfer lang dataset size,Target lang dataset size,Transfer over target size ratio,genetic,syntactic,featural,phonological,inventory,geographic,morphological,hyper_genetic,scriptural,islands
tir,kaz,0.22,40,14,0.0,10000,81,123.45679012345678,1.0,0.0,0.2677,0.5,,0.1572,,3.248,0.3661,0.12259810699668428
tir,kin,0.29,26,28,0.0,864,81,10.666666666666666,1.0,0.5348,0.4803,0.5348,0.4531,0.0874,,3.24,0.572,0.07854963370728807
tir,kir,0.31,19,35,0.0,10000,81,123.45679012345678,1.0,0.39,0.5146,0.39,0.5648,0.1785,,3.287,0.3661,0.05925573575640797
tir,kur,0.38,7,47,0.0,4006,81,49.45679012345679,1.0,0.5303,0.4122,0.1864,0.4096,0.0978,,3.111,0.3661,0.05150519150082655
tir,lao,0.02,53,1,0.0123456790123456,521,81,6.432098765432099,1.0,0.6931,0.543,0.4638,0.4997,0.2693,,3.191,0.5541,0.11570815894424291
tir,mar,0.39,4,50,0.0,10000,81,123.45679012345678,1.0,0.551,0.5269,0.4121,0.5354,0.1614,,3.26,0.5319,0.11428117628927204
tir,mlt,0.16,45,9,0.0,1390,81,17.160493827160494,0.625,0.5,0.402,0.2804,0.4042,0.1348,,2.975,0.572,0.06928035071334171
tir,mya,0.07,52,2,0.0123456790123456,3282,81,40.518518518518526,1.0,0.6351,0.5426,0.4477,0.5236,0.2283,,3.238,0.5541,0.11289220634411035
tir,msa,0.32,18,36,0.0,10000,81,123.45679012345678,1.0,0.6648,0.5039,0.4638,0.47,0.2694,,3.355,,0.1058497903238309
tir,nld,0.19,43,11,0.0,10000,81,123.45679012345678,1.0,0.4315,0.4548,0.39,0.4757,0.2005,,3.184,0.572,0.1094816916957807
tir,nya,0.1,49,5,0.0,237,81,2.9259259259259265,1.0,0.7479,0.7479,,,0.138,,3.229,0.572,0.08750491932247761
tir,orm,0.43,2,52,0.0,265,81,3.271604938271605,1.0,0.6279,0.4782,0.4054,0.4273,0.0325,,3.209,0.572,0.05908324776318574
tir,pan,0.37,10,44,0.0,7902,81,97.55555555555556,1.0,0.5489,0.5585,0.4054,0.5825,0.1638,,3.207,0.419,0.1262918246061252
tir,pol,0.27,32,22,0.0,10000,81,123.45679012345678,1.0,0.5468,0.5078,0.4054,0.5074,0.1774,,3.252,0.572,0.11966205042411726
tir,por,0.26,33,21,0.0,10000,81,123.45679012345678,1.0,0.5641,0.4889,0.4054,0.4726,0.2008,,3.2,0.572,0.10672743864019896
tir,ron,0.39,4,50,0.0,10000,81,123.45679012345678,1.0,0.6746,0.4676,0.2804,0.3834,0.1495,,3.184,0.572,0.06242165217370188
tir,rus,0.21,41,13,0.0,10000,81,123.45679012345678,1.0,0.5641,0.5342,0.4121,0.5422,0.2049,,3.148,0.6867,0.10540468992486296
tir,sna,0.33,14,40,0.0123456790123456,592,81,7.308641975308643,1.0,0.6936,0.5624,0.5348,0.5295,0.151,,3.188,0.572,0.1273578637885423
tir,som,0.16,45,9,0.0,1246,81,15.382716049382717,0.8889,0.5778,0.4883,0.0,0.5058,0.0557,,3.193,0.572,0.09736849101777445
tir,spa,0.28,29,25,0.0,10000,81,123.45679012345678,1.0,0.5931,0.551,0.4638,0.5499,0.1895,,3.14,0.572,0.07169686084048421
tir,swa,0.3,22,32,0.0,10000,81,123.45679012345678,1.0,0.5807,0.5242,0.4816,0.5117,0.1068,,3.232,0.238,0.11321909160039612
tir,swe,0.13,47,7,0.0,10000,81,123.45679012345678,1.0,0.5784,0.5954,0.5032,0.617,0.2074,,3.236,0.5933,0.13680045466101876
tir,tam,0.3,22,32,0.0,10000,81,123.45679012345678,1.0,0.3824,0.5011,0.4477,0.5469,0.1739,,3.186,0.3661,0.09658940133552685
tir,tel,0.31,19,35,0.0,5991,81,73.96296296296295,1.0,0.4359,0.5371,0.4054,0.5796,0.17,,3.104,0.4646,0.10186893115694895
tir,tgk,0.26,33,21,0.0,10000,81,123.45679012345678,1.0,0.4779,0.4779,,,0.1565,,3.223,0.3661,0.07048774944855452
tir,tgl,0.38,7,47,0.0123456790123456,10000,81,123.45679012345678,1.0,0.6763,0.5508,0.4638,0.5148,0.3297,,3.215,0.5692,0.10271782512569616
tir,tha,0.1,49,5,0.0,10000,81,123.45679012345678,1.0,0.7506,0.5609,0.4638,0.5043,0.2563,,3.273,0.6741,0.13517052905044258
tir,tuk,0.34,13,41,0.0,1152,81,14.22222222222222,1.0,0.39,0.409,0.5,,0.127,,3.182,0.3661,0.07914821022281315
tir,tur,0.38,7,47,0.0,10000,81,123.45679012345678,1.0,0.543,0.5281,0.4638,0.5295,0.1134,,3.188,0.572,0.0783554432342708
tir,ukr,0.19,43,11,0.0,10000,81,123.45679012345678,1.0,0.5814,0.4953,0.3498,0.4829,0.1562,,3.21,0.6867,0.07760217906978917
tir,uig,0.3,22,32,0.0,1167,81,14.407407407407408,1.0,0.4587,0.4667,0.5,,0.1972,,3.213,0.3661,0.0739749301152467
tir,uzb,0.33,14,40,0.0,10000,81,123.45679012345678,1.0,0.3548,0.4797,0.39,0.5287,0.1603,,3.268,0.3945,0.06304868304685918
tir,vie,0.11,48,6,0.0,10000,81,123.45679012345678,1.0,0.7061,0.5281,0.39,0.4881,0.2757,,3.213,0.6419,0.12710763012751647
tir,xho,0.09,51,3,0.0,218,81,2.6913580246913575,1.0,0.6126,0.5002,0.4816,0.4571,0.2085,,3.232,0.572,0.09318805804308317
tir,yor,0.29,26,28,0.0,7227,81,89.22222222222223,1.0,0.7811,0.5553,0.4121,0.4867,0.1584,,3.17,0.3661,0.1042197470256987
tir,zul,0.3,22,32,0.0,462,81,5.703703703703702,1.0,0.6183,0.5385,0.4477,0.5199,0.183,,3.275,0.572,0.10806149786822794
ukr,amh,0.18,28,26,0.0,2028,10000,0.2028,1.0,0.5454,0.4946,0.0,0.4249,0.1717,0.5903,3.193,0.6867,0.08026751437322277
ukr,ara,0.1,43,11,0.0,10000,10000,1.0,1.0,0.5614,0.5246,,,0.1139,0.4406,3.229,0.6591,0.057693922474921
ukr,aze,0.35,2,52,0.0015,10000,10000,1.0,1.0,0.626,0.5273,0.3217,0.4981,0.0784,0.4595,3.113,,0.07358827307828908
ukr,ben,0.26,17,37,0.0,10000,10000,1.0,0.875,0.5779,0.526,0.2952,0.5256,0.244,,3.066,0.7434,0.09059826766038181
ukr,cat,0.24,22,32,0.0005,10000,10000,1.0,0.9091,0.4798,0.4313,0.2163,0.4021,0.0732,0.3988,3.06,0.3498,0.06311511661245528
ukr,ceb,0.1,43,11,0.0,10000,10000,1.0,1.0,0.625,0.5602,0.3217,0.4692,0.3655,0.7351,3.184,0.3498,0.08188388181218065
ukr,ckb,0.25,19,35,0.0,6279,10000,0.6279,0.875,0.7105,0.5532,0.3918,0.4531,0.0915,0.6082,3.04,0.4788,0.08616765201527588
ukr,deu,0.25,19,35,0.0002,10000,10000,1.0,0.8571,0.4336,0.4539,0.4638,0.4605,0.0363,,3.207,0.3498,0.05581042259106772
ukr,fas,0.2,26,28,0.0,10000,10000,1.0,1.0,0.6052,0.5221,0.3498,0.4086,0.1378,0.5349,2.97,,0.06871087465445735
ukr,fra,0.24,22,32,0.0003,10000,10000,1.0,0.9375,0.478,0.4651,0.3918,0.4596,0.068,0.4504,3.129,0.3498,0.06692031791752873
ukr,hau,0.17,32,22,0.0,1071,10000,0.1071,1.0,0.547,0.5273,0.2163,0.4975,0.1745,0.6667,3.127,0.4788,0.07885607294496699
ukr,hin,0.29,7,47,0.0,10000,10000,1.0,0.875,0.4932,0.5096,0.3918,0.5252,0.2066,0.5199,3.137,0.5187,0.0914299781226493
ukr,hun,0.24,22,32,0.0007,10000,10000,1.0,1.0,0.5303,0.4764,0.2163,0.4021,0.0158,0.5102,3.156,0.3498,0.0725211575954895
ukr,ilo,0.12,38,16,0.0,3549,10000,0.3549,1.0,0.6188,0.5145,0.3217,0.4148,0.3398,0.5778,3.266,0.3498,0.07700208763419913
ukr,ind,0.28,10,44,0.0008,10000,10000,1.0,1.0,0.5263,0.5086,0.2163,0.404,0.3719,0.7965,3.252,0.4788,0.0680372483192716
ukr,ita,0.24,22,32,0.0003,10000,10000,1.0,0.9,0.4617,0.4151,0.0,0.3926,0.0442,0.3838,3.117,0.3498,0.05705071366248737
ukr,jav,0.16,35,19,0.0013,9243,10000,0.9243,1.0,0.6747,0.5671,0.3824,0.4456,0.3583,0.817,3.092,0.3498,0.0950852424296591
ukr,kaz,0.34,3,51,0.0143,10000,10000,1.0,1.0,0.5804,0.5765,0.5,,0.1329,,3.22,0.4788,0.1312282734054876
ukr,kin,0.05,49,5,0.0,864,10000,0.0864,1.0,0.5862,0.509,0.5319,0.4592,0.2186,,3.213,0.3498,0.09075978870024581
ukr,kir,0.32,5,49,0.0063,10000,10000,1.0,1.0,0.6044,0.5504,0.4638,0.539,0.1562,,3.26,0.4788,0.08552456151302068
ukr,kur,0.18,28,26,0.0004,4006,10000,0.4006,1.0,0.6072,0.5097,0.3918,0.4531,0.0907,,2.955,0.4788,0.08079251641994112
ukr,lao,0.03,53,1,0.0,521,10000,0.0521,1.0,0.5823,0.5698,0.3217,0.466,0.3017,1.0,3.156,0.7434,0.09223265913223633
ukr,mar,0.29,7,47,0.0,10000,10000,1.0,0.8571,0.5854,0.5618,0.2301,0.5248,0.2263,0.641,3.15,0.7323,0.10244361197188845
ukr,mlt,0.1,43,11,0.0001,1390,10000,0.139,1.0,0.4345,0.4171,0.2163,0.4147,0.0653,0.4327,3.162,0.3498,0.04512153539665498
ukr,mya,0.04,51,3,0.0001,3282,10000,0.3282,1.0,0.6888,0.5749,0.2952,0.4682,0.2628,0.5319,3.191,0.7434,0.08259041729603867
ukr,msa,0.28,10,44,0.0005,10000,10000,1.0,1.0,0.5565,0.5531,0.3217,0.4312,0.3287,0.8136,3.322,,0.08213044295019611
ukr,nld,0.28,10,44,0.0003,10000,10000,1.0,0.9,0.5118,0.4943,0.3498,0.4527,0.0593,0.5559,3.102,0.3498,0.0740890619087351
ukr,nya,0.06,48,6,0.0,237,10000,0.0237,1.0,0.5787,0.5787,,,0.2713,,3.2,0.3498,0.08326329731885707
ukr,orm,0.09,46,8,0.0,265,10000,0.0265,1.0,0.572,0.4454,0.2163,0.3804,0.1861,,3.213,0.3498,0.06500305373765736
ukr,pan,0.27,15,39,0.0,7902,10000,0.7902,0.8571,0.5579,0.5229,0.2163,0.5008,0.1892,0.5339,3.094,0.6667,0.08668975093153486
ukr,pol,0.33,4,50,0.0003,10000,10000,1.0,0.5,0.453,0.4564,0.2163,0.4504,0.0239,0.5187,3.002,0.3498,0.08899708086437497
ukr,por,0.17,32,22,0.0005,10000,10000,1.0,0.9333,0.4149,0.3896,0.2163,0.4048,0.0951,0.3373,3.111,0.3498,0.053355587121780346
ukr,ron,0.28,10,44,0.0005,10000,10000,1.0,0.8889,0.4032,0.3631,0.2163,0.3519,0.0082,,3.098,0.3498,0.045073756908109774
ukr,rus,0.42,1,53,0.0047,10000,10000,1.0,0.2,0.3818,0.3871,0.2301,0.385,0.1354,0.4213,2.717,0.0,0.05154720900195253
ukr,sna,0.12,38,16,0.0,592,10000,0.0592,1.0,0.6721,0.5927,0.4278,0.4752,0.2793,0.6516,3.16,0.3498,0.11504568839801688
ukr,som,0.09,46,8,0.0003,1246,10000,0.1246,1.0,0.5291,0.5159,0.3498,0.5256,0.2061,0.5198,3.195,0.3498,0.08124357934161786
ukr,spa,0.25,19,35,0.0006,10000,10000,1.0,0.9231,0.3926,0.4544,0.3217,0.5275,0.0896,,3.047,0.3498,0.043768042387253514
ukr,swa,0.15,36,18,0.0003,10000,10000,1.0,1.0,0.6424,0.5647,0.3498,0.4304,0.249,0.6587,3.203,0.6591,0.09714946879016062
ukr,swe,0.28,10,44,0.0006,10000,10000,1.0,0.8571,0.515,0.5151,0.3824,0.5227,0.0563,0.526,3.146,0.3918,0.07674807389768756
ukr,tam,0.17,32,22,0.0,10000,10000,1.0,1.0,0.6704,0.589,0.2952,0.5559,0.2538,0.5168,3.178,0.7086,0.10615897609466385
ukr,tel,0.26,17,37,0.0,5991,10000,0.5991,1.0,0.6031,0.5376,0.2163,0.5157,0.2359,0.4643,3.098,0.6421,0.1027440120541292
ukr,tgk,0.27,15,39,0.0012,10000,10000,1.0,0.9,0.5932,0.5932,,,0.1473,,3.094,0.4788,0.08457072454045766
ukr,tgl,0.18,28,26,0.0007,10000,10000,1.0,1.0,0.5225,0.5224,0.3217,0.4828,0.3461,0.6661,3.188,0.5,0.07197574287373687
ukr,tha,0.11,42,12,0.0001,10000,10000,1.0,1.0,0.6148,0.569,0.3217,0.4683,0.2972,0.7764,3.24,0.7196,0.08995463027860395
ukr,tir,0.04,51,3,0.0,81,10000,0.0081,1.0,0.5814,0.4953,0.3498,0.4829,0.1562,,3.21,0.6867,0.07760217906978917
ukr,tuk,0.18,28,26,0.0,1152,10000,0.1152,1.0,0.6739,0.6037,0.5,,0.1244,0.4745,3.152,0.4788,0.08272266745552093
ukr,tur,0.3,6,48,0.001,10000,10000,1.0,1.0,0.6417,0.5496,0.3217,0.4752,0.0471,0.4883,3.156,0.3498,0.07172522280605076
ukr,uig,0.12,38,16,0.0,1167,10000,0.1167,1.0,0.597,0.5952,0.5,,0.1689,,3.186,0.4788,0.09103883622671949
ukr,uzb,0.29,7,47,0.0,10000,10000,1.0,1.0,0.614,0.5747,0.4638,0.5613,0.1439,,3.242,0.5,0.09271006484886057
ukr,vie,0.19,27,27,0.0005,10000,10000,1.0,1.0,0.6233,0.5942,0.3498,0.4844,0.3009,0.9014,3.203,0.4788,0.11923269448810447
ukr,xho,0.05,49,5,0.0002,218,10000,0.0218,1.0,0.6535,0.5153,0.3498,0.4118,0.3287,0.4531,3.205,0.3498,0.08648714606812336
ukr,yor,0.14,37,17,0.0001,7227,10000,0.7227,1.0,0.6108,0.4688,0.2301,0.3673,0.1969,,3.145,0.4788,0.08389785782281745
ukr,zul,0.12,38,16,0.0001,462,10000,0.0462,1.0,0.6014,0.5149,0.2952,0.441,0.3094,0.5641,3.25,0.3498,0.08678042270320341
uig,amh,0.21,14,40,0.0,2028,1167,1.737789203084833,1.0,0.373,0.3881,0.4601,,0.2069,,3.193,0.3661,0.0854925019365842
uig,ara,0.12,40,14,0.0,10000,1167,8.56898029134533,1.0,0.7125,0.7125,,,0.1466,,3.23,0.2851,0.09310028579749663
uig,aze,0.29,2,52,0.0068551842330762,10000,1167,8.56898029134533,1.0,0.3433,0.3729,0.5,,0.1112,,2.705,,0.07979375687234935
uig,ben,0.21,14,40,0.0,10000,1167,8.56898029134533,1.0,0.5126,0.5127,0.5,,0.097,,3.16,0.5893,0.07803771631890277
uig,cat,0.2,18,36,0.0,10000,1167,8.56898029134533,1.0,0.7566,0.729,0.5354,,0.2349,,3.125,0.3776,0.12081747754585948
uig,ceb,0.17,30,24,0.0,10000,1167,8.56898029134533,1.0,0.6946,0.6419,0.0,,0.2284,,3.174,0.3776,0.06939935435796984
uig,ckb,0.2,18,36,0.0025706940874035,6279,1167,5.3804627249357315,1.0,0.6215,0.5964,0.3918,,0.1223,,3.154,0.0,0.06452450194592574
uig,deu,0.19,22,32,0.0,10000,1167,8.56898029134533,1.0,0.5603,0.5459,0.3918,,0.1999,,3.246,0.3776,0.09619007030715254
uig,fas,0.15,37,17,0.0,10000,1167,8.56898029134533,1.0,0.5897,0.5971,0.6667,,0.1118,,3.092,,0.08822467921087507
uig,fra,0.16,33,21,0.0,10000,1167,8.56898029134533,1.0,0.6663,0.6432,0.3918,,0.2269,,3.186,0.3776,0.1212927219360399
uig,hau,0.16,33,21,0.0085689802913453,1071,1167,0.9177377892030848,1.0,0.7377,0.7438,0.7837,,0.2907,,3.135,0.0,0.11924714053728569
uig,hin,0.24,4,50,0.0,10000,1167,8.56898029134533,1.0,0.4346,0.4309,0.3918,,0.0855,,3.217,0.4445,0.1341344710629302
uig,hun,0.19,22,32,0.001713796058269,10000,1167,8.56898029134533,1.0,0.4909,0.5061,0.6667,,0.1834,,3.12,0.3776,0.11194884690899698
uig,ilo,0.18,28,26,0.0085689802913453,3549,1167,3.041131105398457,1.0,0.736,0.6774,0.0,,0.1965,,3.244,0.3776,0.09054938359620524
uig,ind,0.22,8,46,0.0042844901456726,10000,1167,8.56898029134533,1.0,0.7781,0.7497,0.5,,0.2495,,3.25,0.0,0.08339628176919367
uig,ita,0.19,22,32,0.0,10000,1167,8.56898029134533,1.0,0.6679,0.6622,0.5,,0.2083,,3.172,0.3776,0.10871794755352404
uig,jav,0.19,22,32,0.0119965724078834,9243,1167,7.920308483290489,1.0,0.7134,0.6527,0.0,,0.2277,,3.047,0.3776,0.10372342695545234
uig,kaz,0.18,28,26,0.0,10000,1167,8.56898029134533,0.5714,0.0,0.0,0.0,,0.0476,,2.902,0.0,0.051370908213635214
uig,kin,0.12,40,14,0.0051413881748071,864,1167,0.7403598971722365,1.0,0.7837,0.718,0.0,,0.2719,,3.205,0.3776,0.07515460446994382
uig,kir,0.22,8,46,0.0008568980291345,10000,1167,8.56898029134533,0.5714,0.2421,0.2729,0.3918,,0.0208,,2.945,0.0,0.06916855185816828
uig,kur,0.22,8,46,0.0111396743787489,4006,1167,3.4327335047129397,1.0,0.6188,0.5945,0.3918,,0.1214,,3.08,0.0,0.058347414624647764
uig,lao,0.04,52,2,0.0,521,1167,0.4464438731790917,1.0,0.7896,0.7447,0.0,,0.1551,,3.1,0.5893,0.08855960827066456
uig,mar,0.23,5,49,0.0,10000,1167,8.56898029134533,1.0,0.357,0.375,0.5,,0.1168,,3.232,0.571,0.11023419782406141
uig,mlt,0.09,48,6,0.0034275921165381,1390,1167,1.1910882604970008,1.0,0.6123,0.6035,0.5,,0.2168,,3.166,0.3776,0.09427586085538187
uig,mya,0.04,52,2,0.0,3282,1167,2.8123393316195373,1.0,0.5199,0.5426,0.6545,,0.1163,,3.186,0.5893,0.09428183955921043
uig,msa,0.23,5,49,0.0008568980291345,10000,1167,8.56898029134533,1.0,0.7378,0.6791,0.0,,0.1983,,3.32,,0.09365234946185552
uig,nld,0.12,40,14,0.0008568980291345,10000,1167,8.56898029134533,1.0,0.5833,0.5563,0.0,,0.2133,,3.14,0.3776,0.11093532468651346
uig,nya,0.08,49,5,0.0034275921165381,237,1167,0.2030848329048843,1.0,0.879,0.879,,,0.3047,,3.193,0.3776,0.07160272468015605
uig,orm,0.11,45,9,0.0008568980291345,265,1167,0.2270779777206512,1.0,0.5505,0.5865,0.7837,,0.2119,,3.217,0.3776,0.05459754201315359
uig,pan,0.22,8,46,0.0,7902,1167,6.77120822622108,1.0,0.4938,0.4737,0.0,,0.0639,,3.178,0.4065,0.12440073756701764
uig,pol,0.19,22,32,0.0,10000,1167,8.56898029134533,1.0,0.5804,0.5653,0.3918,,0.1804,,3.23,0.3776,0.1349096423194045
uig,por,0.16,33,21,0.0,10000,1167,8.56898029134533,1.0,0.6812,0.6506,0.0,,0.2535,,3.17,0.3776,0.11986470631081525
uig,ron,0.23,5,49,0.001713796058269,10000,1167,8.56898029134533,1.0,0.6704,0.6638,0.5,,0.1714,,3.156,0.3776,0.08456792764063326
uig,rus,0.17,30,24,0.0,10000,1167,8.56898029134533,1.0,0.5662,0.5747,0.6667,,0.0518,,3.121,0.4788,0.1155389071773536
uig,sna,0.15,37,17,0.0051413881748071,592,1167,0.5072836332476436,1.0,0.7704,0.7233,0.0,,0.3177,,3.15,0.3776,0.1199137245144779
uig,som,0.13,39,15,0.0077120822622107,1246,1167,1.067694944301628,1.0,0.5563,0.5852,0.7837,,0.2163,,3.2,0.3776,0.12614952088493314
uig,spa,0.2,18,36,0.0,10000,1167,8.56898029134533,1.0,0.7314,0.716,0.6082,,0.2493,,3.11,0.3776,0.09563016728059914
uig,swa,0.19,22,32,0.0119965724078834,10000,1167,8.56898029134533,1.0,0.75,0.7318,0.6082,,0.275,,3.195,0.2851,0.11514050724637925
uig,swe,0.12,40,14,0.0,10000,1167,8.56898029134533,1.0,0.6287,0.5971,0.0,,0.1779,,3.195,0.4161,0.12774935177036584
uig,tam,0.16,33,21,0.0,10000,1167,8.56898029134533,1.0,0.2022,0.1927,0.0,,0.1485,,3.178,0.422,0.08628888625740105
uig,tel,0.21,14,40,0.0,5991,1167,5.133676092544987,1.0,0.0,0.1927,0.5354,,0.1228,,3.098,0.4867,0.09394440103901514
uig,tgk,0.22,8,46,0.0,10000,1167,8.56898029134533,1.0,0.6529,0.6529,,,0.0444,,3.197,0.0,0.032807030744329335
uig,tgl,0.21,14,40,0.0025706940874035,10000,1167,8.56898029134533,1.0,0.7747,0.7516,0.6082,,0.2042,,3.18,0.422,0.10582214391041456
uig,tha,0.1,47,7,0.0,10000,1167,8.56898029134533,1.0,0.8648,0.832,0.6545,,0.1541,,3.188,0.7012,0.10893240408698945
uig,tir,0.05,50,4,0.0,81,1167,0.0694087403598971,1.0,0.4587,0.4667,0.5,,0.1972,,3.213,0.3661,0.0739749301152467
uig,tuk,0.22,8,46,0.0077120822622107,1152,1167,0.987146529562982,0.5,0.2421,0.2263,0.0,,0.0772,,2.781,0.0,0.05448723674509559
uig,tur,0.32,1,53,0.0025706940874035,10000,1167,8.56898029134533,0.5714,0.413,0.4526,0.7323,,0.1552,,2.766,0.3776,0.09952418601232338
uig,ukr,0.2,18,36,0.0,10000,1167,8.56898029134533,1.0,0.597,0.5952,0.5,,0.1689,,3.186,0.4788,0.09103883622671949
uig,uzb,0.29,2,52,0.001713796058269,10000,1167,8.56898029134533,1.0,0.2194,0.2075,0.0,,0.0409,,2.686,0.156,0.0521283282633882
uig,vie,0.12,40,14,0.0034275921165381,10000,1167,8.56898029134533,1.0,0.8003,0.7788,0.6545,,0.1519,,3.186,0.4973,0.12774840142696808
uig,xho,0.05,50,4,0.001713796058269,218,1167,0.1868037703513282,1.0,0.7177,0.6822,0.0,,0.3591,,3.195,0.3776,0.09454102571340772
uig,yor,0.17,30,24,0.014567266495287,7227,1167,6.19280205655527,1.0,0.8642,0.8526,0.7699,,0.3139,,3.129,0.0,0.08191581602571762
uig,zul,0.11,45,9,0.0008568980291345,462,1167,0.3958868894601543,1.0,0.7305,0.7371,0.7837,,0.3381,,3.24,0.3776,0.10560563830478542
