,Target lang,Transfer lang,Accuracy,Rank,Accuracy level,Entity overlap,Transfer lang dataset size,Target lang dataset size,Transfer over target size ratio,GENETIC,SYNTACTIC,FEATURAL,PHONOLOGICAL,INVENTORY,GEOGRAPHIC
423,ukr,zul,0.12,38,16,0.0001,462,10000,0.0462,1.0,0.4415,0.4959,0.7447,0.4142,0.44127934347598136
424,uig,amh,0.21,14,40,0.0,2028,1167,1.737789203084833,1.0,0.4627,0.6495,1.094,1.273,0.3547468130547209
425,uig,ara,0.12,40,14,0.0,10000,1167,8.56898029134533,1.0,0.5184,0.5093,0.5541,0.0,0.2643643060119642
426,uig,aze,0.29,2,52,0.0068551842330762,10000,1167,8.56898029134533,0.5804,0.5097,0.7114,1.0273,1.2875,0.23284805420336394
427,uig,ben,0.21,14,40,0.0,10000,1167,8.56898029134533,1.0,0.2642,0.5239,1.1695,1.3375,0.11333112650892048
428,uig,cat,0.2,18,36,0.0,10000,1167,8.56898029134533,1.0,0.5897,0.7569,1.1219,1.2875,0.4414871745676528
429,uig,ceb,0.17,30,24,0.0,10000,1167,8.56898029134533,1.0,0.3753,0.5696,0.9727,1.2148,0.17150868788134507
430,uig,ckb,0.2,18,36,0.0025706940874035,6279,1167,5.380462724935732,1.0,0.3247,0.2753,0.5541,0.0,0.24683469074590458
431,uig,deu,0.19,22,32,0.0,10000,1167,8.56898029134533,1.0,0.3017,0.5347,1.2411,1.3198,0.3590980538277678
432,uig,fas,0.15,37,17,0.0,10000,1167,8.56898029134533,1.0,0.5443,0.74,1.3059,1.2779,0.22700310607955881
433,uig,fra,0.16,33,21,0.0,10000,1167,8.56898029134533,1.0,0.5725,0.7757,1.289,1.3331,0.425488784420689
434,uig,hau,0.16,33,21,0.0085689802913453,1071,1167,0.9177377892030848,1.0,0.4792,0.6581,1.2485,1.3016,0.48382866563085325
435,uig,hin,0.24,4,50,0.0,10000,1167,8.56898029134533,1.0,0.5635,0.7792,1.289,1.4001,0.1396420003831421
436,uig,hun,0.19,22,32,0.001713796058269,10000,1167,8.56898029134533,1.0,0.5524,0.7444,1.2566,1.2875,0.33277466068075284
437,uig,ilo,0.18,28,26,0.0085689802913453,3549,1167,3.041131105398457,1.0,0.431,0.6306,0.9727,1.268,0.17328223749909868
438,uig,ind,0.22,8,46,0.0042844901456726,10000,1167,8.56898029134533,1.0,0.4381,0.627,1.1842,1.263,0.2290568378513719
439,uig,ita,0.19,22,32,0.0,10000,1167,8.56898029134533,1.0,0.5622,0.7363,1.0273,1.2579,0.38486179644557333
440,uig,jav,0.19,22,32,0.0119965724078834,9243,1167,7.920308483290489,1.0,0.3807,0.6053,1.1219,1.3243,0.22946186230397628
441,uig,kaz,0.18,28,26,0.0,10000,1167,8.56898029134533,0.5804,0.2971,0.2387,0.4084,0.0,0.14238366386304915
442,uig,kin,0.12,40,14,0.0051413881748071,864,1167,0.7403598971722365,1.0,0.2929,0.508,1.026,1.2779,0.432091868497196
443,uig,kir,0.22,8,46,0.0008568980291345,10000,1167,8.56898029134533,0.5804,0.2436,0.5039,1.204,1.3016,0.12552746616884128
444,uig,kur,0.22,8,46,0.0111396743787489,4006,1167,3.43273350471294,1.0,0.2673,0.5159,1.2282,1.3016,0.2853838818710229
445,uig,lao,0.04,52,2,0.0,521,1167,0.4464438731790917,1.0,0.3999,0.5916,0.9727,1.268,0.1149823129371087
446,uig,mar,0.23,5,49,0.0,10000,1167,8.56898029134533,1.0,0.5292,0.7223,1.0,1.3062,0.1389732281536138
447,uig,mlt,0.09,48,6,0.0034275921165381,1390,1167,1.1910882604970008,1.0,0.5206,0.7087,1.0546,1.2423,0.3808962672633386
448,uig,mya,0.04,52,2,0.0,3282,1167,2.8123393316195373,1.0,0.5452,0.7381,1.1789,1.3108,0.09577533505837506
449,uig,msa,0.23,5,49,0.0008568980291345,10000,1167,8.56898029134533,1.0,0.4923,0.6811,0.9727,1.263,0.19823999041949517
450,uig,nld,0.12,40,14,0.0008568980291345,10000,1167,8.56898029134533,1.0,0.5527,0.7459,1.051,1.3287,0.37371184491033094
451,uig,nya,0.08,49,5,0.0034275921165381,237,1167,0.2030848329048843,1.0,0.3403,0.2768,0.5541,0.0,0.4614331574186844
452,uig,orm,0.11,45,9,0.0008568980291345,265,1167,0.2270779777206512,1.0,0.2779,0.5004,1.2485,1.2528,0.3542470389231058
453,uig,pan,0.22,8,46,0.0,7902,1167,6.77120822622108,1.0,0.5413,0.7594,1.0,1.3631,0.14655560153841585
454,uig,pol,0.19,22,32,0.0,10000,1167,8.56898029134533,1.0,0.5821,0.7715,1.1485,1.273,0.32694682742543263
455,uig,por,0.16,33,21,0.0,10000,1167,8.56898029134533,1.0,0.5689,0.7514,1.0,1.3016,0.7763063223227779
456,uig,ron,0.23,5,49,0.001713796058269,10000,1167,8.56898029134533,1.0,0.2697,0.5048,1.2098,1.2779,0.3150898681453404
457,uig,rus,0.17,30,24,0.0,10000,1167,8.56898029134533,1.0,0.5506,0.7467,1.2037,1.2423,0.1750049542532115
458,uig,sna,0.15,37,17,0.0051413881748071,592,1167,0.5072836332476436,1.0,0.5094,0.7237,1.026,1.3153,0.49209557364831674
459,uig,som,0.13,39,15,0.0077120822622107,1246,1167,1.067694944301628,1.0,0.4385,0.666,1.2344,1.3375,0.34927299093969383
460,uig,spa,0.2,18,36,0.0,10000,1167,8.56898029134533,1.0,0.3462,0.5204,1.1396,1.2476,0.6797672952205536
461,uig,swa,0.19,22,32,0.0119965724078834,10000,1167,8.56898029134533,1.0,0.5368,0.7388,1.1901,1.3153,0.41408030421582914
462,uig,swe,0.12,40,14,0.0,10000,1167,8.56898029134533,1.0,0.5592,0.7372,1.0,1.3198,0.3096066612828645
463,uig,tam,0.16,33,21,0.0,10000,1167,8.56898029134533,1.0,0.4864,0.7067,1.026,1.3153,0.14573573776187515
464,uig,tel,0.21,14,40,0.0,5991,1167,5.133676092544987,1.0,0.4512,0.6788,1.1219,1.3756,0.13967355863812284
465,uig,tgk,0.22,8,46,0.0,10000,1167,8.56898029134533,1.0,0.2467,0.2133,0.5541,0.0,0.14576044213688527
466,uig,tgl,0.21,14,40,0.0025706940874035,10000,1167,8.56898029134533,1.0,0.4464,0.6449,1.1298,1.2779,0.19545389362721535
467,uig,tha,0.1,47,7,0.0,10000,1167,8.56898029134533,1.0,0.4663,0.6428,1.1257,1.2969,0.12334222578808585
468,uig,tir,0.05,50,4,0.0,81,1167,0.0694087403598971,1.0,0.2451,0.5044,1.1024,1.3062,0.3457739520198039
469,uig,tuk,0.22,8,46,0.0077120822622107,1152,1167,0.987146529562982,0.5319,0.4807,0.4855,0.4084,0.0,0.1956798322292758
470,uig,tur,0.32,1,53,0.0025706940874035,10000,1167,8.56898029134533,0.5804,0.5263,0.7392,1.2037,1.3153,0.29397800280664405
471,uig,ukr,0.2,18,36,0.0,10000,1167,8.56898029134533,1.0,0.4944,0.6898,1.0273,1.2579,0.2850081434689735
472,uig,uzb,0.29,2,52,0.001713796058269,10000,1167,8.56898029134533,0.4601,0.2219,0.4892,1.0521,1.2875,0.16899403856348386
473,uig,vie,0.12,40,14,0.0034275921165381,10000,1167,8.56898029134533,1.0,0.4608,0.6741,1.2098,1.3504,0.12069585127073543
474,uig,xho,0.05,50,4,0.001713796058269,218,1167,0.1868037703513282,1.0,0.3954,0.65,1.051,1.2922,0.5458555037746513
475,uig,yor,0.17,30,24,0.014567266495287,7227,1167,6.19280205655527,1.0,0.2907,0.4989,1.1753,1.2476,0.4902702789861615
476,uig,zul,0.11,45,9,0.0008568980291345,462,1167,0.3958868894601542,1.0,0.3779,0.5827,1.289,1.268,0.5455497315469727
