Target lang,Transfer lang,Accuracy,Rank,Accuracy level,Entity overlap,Transfer lang dataset size,Target lang dataset size,Transfer over target size ratio,GENETIC,SYNTACTIC,FEATURAL,PHONOLOGICAL,INVENTORY,GEOGRAPHIC
tel,tur,0.14,25,29,0.0,10000,5991,1.669170422300117,1.0,0.5737,0.5285,0.39,0.5461,0.2027
tel,ukr,0.17,12,42,0.0,10000,5991,1.669170422300117,1.0,0.6212,0.5596,0.2736,0.5157,0.2359
tel,uig,0.15,21,33,0.0,1167,5991,0.1947921882824236,1.0,0.5499,0.533,0.4477,0.5702,0.1228
tel,uzb,0.14,25,29,0.0,10000,5991,1.669170422300117,1.0,0.4633,0.4858,0.3695,0.5727,0.1153
tel,vie,0.1,37,17,0.0,10000,5991,1.669170422300117,1.0,0.8046,0.6667,0.3455,0.5158,0.1209
tel,xho,0.03,49,5,0.0,218,5991,0.0363879152061425,1.0,0.7502,0.625,0.3064,0.5319,0.2881
tel,yor,0.11,35,19,0.00016691704223,7227,5991,1.2063094641962944,1.0,0.832,0.6868,0.4477,0.4798,0.3091
tel,zul,0.13,29,25,0.0,462,5991,0.0771156735102654,1.0,0.7272,0.628,0.432,0.5309,0.2666
tir,amh,0.63,1,53,0.382716049382716,2028,81,25.03703703703704,0.5273,0.4862,0.4588,0.3931,0.3973,0.0169
tir,ara,0.24,37,17,0.0,10000,81,123.45679012345678,0.631,0.6324,0.5761,0.359,0.4862,0.0613
tir,aze,0.37,10,44,0.0123456790123456,10000,81,123.45679012345678,1.0,0.5009,0.487,0.4034,0.5287,0.1194
tir,ben,0.39,4,50,0.0,10000,81,123.45679012345678,1.0,0.5256,0.5232,0.4246,0.5877,0.2131
tir,cat,0.23,39,15,0.0,10000,81,123.45679012345678,1.0,0.6025,0.5599,0.3548,0.4901,0.1797
tir,ceb,0.28,29,25,0.0123456790123456,10000,81,123.45679012345678,1.0,0.6693,0.598,0.439,0.5195,0.3428
tir,ckb,0.33,14,40,0.0,6279,81,77.51851851851852,1.0,0.7504,0.7953,0.8278,0.8391,0.0963
tir,deu,0.26,33,21,0.0,10000,81,123.45679012345678,1.0,0.5242,0.5006,0.4246,0.4997,0.1766
tir,fas,0.24,37,17,0.0,10000,81,123.45679012345678,1.0,0.5588,0.5068,0.2421,0.4531,0.091
tir,fra,0.21,41,13,0.0,10000,81,123.45679012345678,1.0,0.5998,0.5475,0.4078,0.5,0.1967
tir,hau,0.29,26,28,0.0,1071,81,13.22222222222222,0.8718,0.6179,0.5768,0.4513,0.511,0.1331
tir,hin,0.42,3,51,0.0,10000,81,123.45679012345678,1.0,0.6061,0.5528,0.33,0.5302,0.1644
tir,hun,0.26,33,21,0.0,10000,81,123.45679012345678,1.0,0.5975,0.5256,0.3548,0.4488,0.1582
tir,ilo,0.31,19,35,0.0,3549,81,43.81481481481482,1.0,0.6602,0.5886,0.4034,0.5396,0.3258
tir,ind,0.36,12,42,0.0,10000,81,123.45679012345678,1.0,0.6635,0.5892,0.439,0.47,0.309
tir,ita,0.33,14,40,0.0,10000,81,123.45679012345678,1.0,0.5718,0.5374,0.3064,0.4608,0.1593
tir,jav,0.28,29,25,0.0,9243,81,114.11111111111111,1.0,0.6827,0.6134,0.5114,0.5235,0.3057
tir,kaz,0.22,40,14,0.0,10000,81,123.45679012345678,1.0,0.7409,0.7012,0.6827,0.6054,0.1572
tir,kin,0.29,26,28,0.0,864,81,10.666666666666666,1.0,0.5953,0.5356,0.554,0.4531,0.0874
tir,kir,0.31,19,35,0.0,10000,81,123.45679012345678,1.0,0.491,0.4799,0.3445,0.5648,0.1785
tir,kur,0.38,7,47,0.0,4006,81,49.45679012345679,1.0,0.526,0.4412,0.1663,0.4096,0.0978
tir,lao,0.02,53,1,0.0123456790123456,521,81,6.432098765432099,1.0,0.6991,0.6373,0.5114,0.4997,0.2693
tir,mar,0.39,4,50,0.0,10000,81,123.45679012345678,1.0,0.5841,0.5505,0.359,0.5354,0.1614
tir,mlt,0.16,45,9,0.0,1390,81,17.160493827160494,0.6614,0.5883,0.5252,0.3064,0.4042,0.1348
tir,mya,0.07,52,2,0.0123456790123456,3282,81,40.51851851851852,1.0,0.7102,0.6177,0.4935,0.5236,0.2283
tir,msa,0.32,18,36,0.0,10000,81,123.45679012345678,1.0,0.6848,0.6064,0.4034,0.47,0.2694
tir,nld,0.19,43,11,0.0,10000,81,123.45679012345678,1.0,0.5831,0.5359,0.3789,0.4757,0.2005
